-4.63498	-0.115893	0.131528	-0.353793	-4.6825	-0.1183	-4.5609	-0.1444	0.898	-0.44
-4.27843	-0.409026	0.907157	-0.761511	-4.14198	-0.398407	-4.1904	-0.2945	0.9461	-0.3239
-3.74456	-0.310704	1.39779	0.353833	-3.7097	-0.2662	-3.804	-0.397	0.9792	-0.2028
-3.27393	-0.506456	0.990785	-0.555367	-3.20736	-0.522845	-3.4079	-0.4502	0.9969	-0.0785
-3.03293	-0.577434	0.546851	-0.0871994	-3.0621	-0.558	-3.0081	-0.4533	0.9989	0.0471
-2.46995	-0.563905	1.2249	-0.0124103	-2.21467	-0.503138	-2.6112	-0.4063	0.9851	0.1719
-2.13236	-0.26736	0.773288	0.941873	-2.1573	-0.2272	-2.2232	-0.31	0.9558	0.294
-0.391787	11.0381	7.80316	29.7402	-2.45607	-0.278455	-1.8504	-0.1657	0.9114	0.4115
-0.73922	2.86148	-2.30392	-38.0916	-1.2996	-0.2106	-1.4986	0.0241	0.8527	0.5225
35.4197	-4.78387	98.7893	-6.1604	-0.762924	0.166118	-1.1734	0.2565	0.7804	0.6252
2.48589	-0.203759	-38.2079	8.17964	-0.695	0.3095	-0.8798	0.5278	0.6959	0.7181
-0.542393	5.84227	1.14412	14.1964	-0.510322	0.675628	-0.6226	0.8338	0.6004	0.7997
-0.661375	1.50535	1.61002	-4.76542	-0.455	1.0337	-0.4058	1.1697	0.4955	0.8686
1.33597	0.581666	5.54091	3.96865	-0.206001	2.01852	-0.2327	1.53	0.3827	0.9239
0.371258	1.95675	-5.80807	3.48098	-0.1646	1.9168	-0.1062	1.9092	0.2639	0.9645
0.422994	3.44512	0.184187	4.18581	0.105734	2.00081	-0.0282	2.3013	0.1409	0.99
0.0685802	3.27622	-1.00439	-0.887112	0.0694	2.9968	0	2.7	0.0157	0.9999
-0.058477	3.2766	-0.364345	0.895789	-0.00415947	2.9634	0.011	3.0997	0.0785	0.9969
0.0621252	3.46956	0.473071	0.432632	0.1001	3.436	0.0704	3.4949	0.2028	0.9792
0.162438	3.84461	0.233264	0.930298	0.154945	3.94096	0.1789	3.8797	0.324	0.9461
0.157306	4.12206	-0.0604981	0.66131	0.1445	4.1035	0.3348	4.2478	0.44	0.898
0.491083	4.60931	0.88458	1.01082	0.563389	4.80589	0.5356	4.5934	0.5491	0.8358
1.01329	4.8718	1.35681	0.607863	1.0317	4.8452	0.7781	4.9112	0.6495	0.7604
1.13039	5.20634	0.192644	0.759019	1.08718	5.23153	1.0585	5.1961	0.7397	0.673
1.70346	5.33299	1.48829	0.307365	1.7514	5.316	1.3724	5.4436	0.8182	0.575
1.89428	5.92778	0.166029	1.00447	1.91293	6.33864	1.7149	5.6497	0.8838	0.4679
1.90747	5.70272	-0.0786666	-0.728322	1.877	5.5934	2.0805	5.8114	0.9355	0.3534
2.5001	5.7582	1.70489	0.52469	2.60745	5.72168	2.4635	5.9259	0.9724	0.2334
2.81025	6.04641	0.756701	0.708842	2.7747	6.0489	2.8578	5.9915	0.994	0.1097
3.149	5.81733	1.07208	-0.223282	2.96901	5.42704	3.2572	6.0072	0.9999	-0.0157
3.69202	5.95458	1.39953	0.418354	3.7138	5.9976	3.6555	5.9727	0.99	-0.1409
4.08705	5.78944	0.952106	-0.481508	4.01524	5.67339	4.0463	5.8886	0.9646	-0.2639
4.5842	5.59789	1.24241	-0.448352	4.5975	5.6046	4.4234	5.7562	0.9239	-0.3827
5.17627	5.23679	1.54815	-0.884362	5.15722	5.16343	4.781	5.5775	0.8686	-0.4955
4.99378	5.42253	-0.366375	0.27176	4.9197	5.4457	5.1134	5.3554	0.7997	-0.6004
5.28819	5.21357	0.677942	-0.74461	5.45012	5.20399	5.4153	5.0934	0.7181	-0.6959
5.50387	4.91422	0.538132	-0.76386	5.497	4.9108	5.682	4.7956	0.6252	-0.7804
5.85561	4.50858	0.724143	-1.17746	5.98579	4.55893	5.9093	4.4668	0.5225	-0.8527
6.2313	4.22991	1.00505	-0.680625	6.2548	4.257	6.0936	4.1121	0.4115	-0.9114
6.4116	3.64359	0.430022	-1.51254	6.29601	3.5474	6.2319	3.737	0.294	-0.9558
6.35132	3.37119	-0.116338	-0.777646	6.3306	3.3919	6.3222	3.3476	0.1719	-0.9851
6.2544	2.74973	-0.0718386	-1.52593	6.1085	2.64333	6.3629	2.95	0.0471	-0.9989
6.1957	2.47359	-0.090514	-0.724802	6.205	2.5044	6.3535	2.5503	-0.0785	-0.9969
6.27684	1.97836	-0.321302	-1.46863	6.586	2.02575	6.2941	2.155	-0.2028	-0.9792
6.04177	1.61311	-0.592143	-0.938752	6.0298	1.6301	6.1856	1.7703	-0.3239	-0.9461
5.8917	1.3183	-0.370599	-0.724521	5.93314	1.33736	6.0297	1.4022	-0.44	-0.898
5.75312	0.942689	-0.347675	-0.938897	5.7534	0.935	5.8289	1.0565	-0.549	-0.8358
5.62186	0.930348	-0.612959	0.00644766	5.76486	1.00264	5.5864	0.7388	-0.6495	-0.7604
5.31688	0.17443	-0.788546	-1.92468	5.3008	0.1038	5.306	0.4539	-0.7396	-0.673
4.95821	0.15268	-0.605121	0.0421631	4.69385	0.206663	4.992	0.2064	-0.8182	-0.575
4.59347	0.0883514	-0.944982	-0.161197	4.5721	0.0821	4.6496	0.0002	-0.8838	-0.4679
4.16838	-0.123382	-1.00167	-0.553979	4.11073	-0.130354	4.284	-0.1614	-0.9354	-0.3535
3.76426	-0.407777	-1.01142	-0.73212	3.7636	-0.4149	3.901	-0.2759	-0.9724	-0.2334
3.33935	-0.298208	-1.00692	0.327931	3.24535	-0.281098	3.5067	-0.3416	-0.994	-0.1097
3.06393	-0.503929	-0.651762	-0.691612	3.0929	-0.55	3.1072	-0.3573	-0.9999	0.0157
2.79386	-0.241026	-0.614947	0.724723	2.65174	-0.232354	2.709	-0.3228	-0.99	0.1409
2.48804	-0.300715	-0.808006	-0.373244	2.4827	-0.3491	2.3182	-0.2386	-0.9646	0.2639
2.12963	-0.200219	-0.932149	0.295666	2.09881	-0.200836	1.941	-0.1062	-0.9239	0.3827
1.63816	0.279851	-1.23942	1.47531	1.6124	0.3352	1.5835	0.0725	-0.8686	0.4955
1.48441	0.509407	-0.160843	0.641592	1.33509	0.417678	1.2511	0.2946	-0.7997	0.6004
1.2118	0.643658	-0.753139	0.299389	1.1737	0.6191	0.9492	0.5566	-0.7181	0.6959
0.858266	0.986087	-0.626834	1.10793	0.745436	0.883943	0.6825	0.8543	-0.6252	0.7804
0.59585	1.19749	-0.588417	0.362778	0.5905	1.1569	0.4552	1.1832	-0.5225	0.8526
0.254436	1.4617	-0.787151	0.987035	0.223579	1.3345	0.2709	1.5379	-0.4115	0.9114
0.194542	1.71773	0.105715	0.542233	0.2347	1.693	0.1326	1.9129	-0.294	0.9558
0.0451044	2.08815	-0.382755	1.08413	0.0263687	2.06053	0.0423	2.3024	-0.1719	0.9851
0.0248764	2.62815	0.0553723	1.37829	0.0456	2.6489	0.0016	2.7	-0.0471	0.9989
